"k","frac_covered","gene","superpop"
8,0.715705765407555,"PIK3CA","EUR"
1,0.468302658486708,"PIK3CA","SAS"
2,0.586912065439673,"PIK3CA","SAS"
3,0.695296523517382,"PIK3CA","SAS"
4,0.723926380368098,"PIK3CA","SAS"
5,0.736196319018405,"PIK3CA","SAS"
6,0.740286298568507,"PIK3CA","SAS"
7,0.740286298568507,"PIK3CA","SAS"
1,0.473524962178517,"RELA","AFR"
2,0.670196671709531,"RELA","AFR"
3,0.715582450832073,"RELA","AFR"
4,0.715582450832073,"RELA","AFR"
1,0.432276657060519,"RELA","AMR"
2,0.585014409221902,"RELA","AMR"
3,0.593659942363112,"RELA","AMR"
4,0.593659942363112,"RELA","AMR"
1,0.466269841269841,"RELA","EAS"
2,0.615079365079365,"RELA","EAS"
3,0.615079365079365,"RELA","EAS"
1,0.516898608349901,"RELA","EUR"
2,0.608349900596421,"RELA","EUR"
3,0.608349900596421,"RELA","EUR"
1,0.503067484662577,"RELA","SAS"
2,0.54601226993865,"RELA","SAS"
3,0.54601226993865,"RELA","SAS"
1,0.502269288956127,"SCN2A","AFR"
2,0.748865355521936,"SCN2A","AFR"
3,0.866868381240545,"SCN2A","AFR"
4,0.91679273827534,"SCN2A","AFR"
5,0.947049924357035,"SCN2A","AFR"
6,0.963691376701967,"SCN2A","AFR"
7,0.97125567322239,"SCN2A","AFR"
8,0.975794251134644,"SCN2A","AFR"
9,0.978819969742814,"SCN2A","AFR"
10,0.978819969742814,"SCN2A","AFR"
1,0.515850144092219,"SCN2A","AMR"
2,0.763688760806916,"SCN2A","AMR"
3,0.855907780979827,"SCN2A","AMR"
4,0.904899135446686,"SCN2A","AMR"
5,0.919308357348703,"SCN2A","AMR"
6,0.92507204610951,"SCN2A","AMR"
7,0.927953890489914,"SCN2A","AMR"
8,0.927953890489914,"SCN2A","AMR"
1,0.5,"SCN2A","EAS"
2,0.722222222222222,"SCN2A","EAS"
3,0.823412698412698,"SCN2A","EAS"
4,0.867063492063492,"SCN2A","EAS"
5,0.884920634920635,"SCN2A","EAS"
6,0.900793650793651,"SCN2A","EAS"
7,0.910714285714286,"SCN2A","EAS"
8,0.91468253968254,"SCN2A","EAS"
9,0.916666666666667,"SCN2A","EAS"
10,0.916666666666667,"SCN2A","EAS"
1,0.526838966202783,"SCN2A","EUR"
2,0.769383697813121,"SCN2A","EUR"
3,0.866799204771372,"SCN2A","EUR"
4,0.910536779324056,"SCN2A","EUR"
5,0.930417495029821,"SCN2A","EUR"
6,0.936381709741551,"SCN2A","EUR"
7,0.940357852882704,"SCN2A","EUR"
8,0.944333996023857,"SCN2A","EUR"
9,0.946322067594433,"SCN2A","EUR"
10,0.94831013916501,"SCN2A","EUR"
11,0.94831013916501,"SCN2A","EUR"
1,0.513292433537832,"SCN2A","SAS"
2,0.756646216768916,"SCN2A","SAS"
3,0.846625766871166,"SCN2A","SAS"
4,0.887525562372188,"SCN2A","SAS"
5,0.916155419222904,"SCN2A","SAS"
6,0.92638036809816,"SCN2A","SAS"
7,0.930470347648262,"SCN2A","SAS"
8,0.932515337423313,"SCN2A","SAS"
9,0.934560327198364,"SCN2A","SAS"
10,0.934560327198364,"SCN2A","SAS"
1,0.493192133131619,"SCN8A","AFR"
2,0.715582450832073,"SCN8A","AFR"
3,0.830559757942511,"SCN8A","AFR"
4,0.883509833585477,"SCN8A","AFR"
5,0.906202723146747,"SCN8A","AFR"
6,0.921331316187595,"SCN8A","AFR"
7,0.931921331316188,"SCN8A","AFR"
8,0.939485627836611,"SCN8A","AFR"
9,0.942511346444781,"SCN8A","AFR"
10,0.944024205748865,"SCN8A","AFR"
11,0.944024205748865,"SCN8A","AFR"
1,0.530259365994236,"SCN8A","AMR"
2,0.688760806916426,"SCN8A","AMR"
3,0.76657060518732,"SCN8A","AMR"
4,0.804034582132565,"SCN8A","AMR"
5,0.824207492795389,"SCN8A","AMR"
6,0.829971181556196,"SCN8A","AMR"
7,0.832853025936599,"SCN8A","AMR"
8,0.832853025936599,"SCN8A","AMR"
1,0.494047619047619,"SCN8A","EAS"
2,0.71031746031746,"SCN8A","EAS"
3,0.807539682539683,"SCN8A","EAS"
4,0.825396825396825,"SCN8A","EAS"
5,0.83531746031746,"SCN8A","EAS"
6,0.841269841269841,"SCN8A","EAS"
7,0.843253968253968,"SCN8A","EAS"
8,0.843253968253968,"SCN8A","EAS"
1,0.481113320079523,"SCN8A","EUR"
2,0.695825049701789,"SCN8A","EUR"
3,0.755467196819085,"SCN8A","EUR"
4,0.779324055666004,"SCN8A","EUR"
5,0.79324055666004,"SCN8A","EUR"
6,0.799204771371769,"SCN8A","EUR"
7,0.801192842942346,"SCN8A","EUR"
8,0.801192842942346,"SCN8A","EUR"
1,0.494887525562372,"SCN8A","SAS"
2,0.738241308793456,"SCN8A","SAS"
3,0.832310838445808,"SCN8A","SAS"
4,0.875255623721881,"SCN8A","SAS"
5,0.895705521472393,"SCN8A","SAS"
6,0.907975460122699,"SCN8A","SAS"
7,0.916155419222904,"SCN8A","SAS"
8,0.918200408997955,"SCN8A","SAS"
9,0.918200408997955,"SCN8A","SAS"
1,0.520423600605144,"SPTAN1","AFR"
2,0.741301059001513,"SPTAN1","AFR"
3,0.80786686838124,"SPTAN1","AFR"
4,0.842662632375189,"SPTAN1","AFR"
5,0.851739788199697,"SPTAN1","AFR"
6,0.856278366111952,"SPTAN1","AFR"
7,0.859304084720121,"SPTAN1","AFR"
8,0.860816944024206,"SPTAN1","AFR"
9,0.86232980332829,"SPTAN1","AFR"
10,0.863842662632375,"SPTAN1","AFR"
11,0.86535552193646,"SPTAN1","AFR"
12,0.86535552193646,"SPTAN1","AFR"
1,0.371757925072046,"SPTAN1","AMR"
2,0.39193083573487,"SPTAN1","AMR"
3,0.394812680115274,"SPTAN1","AMR"
4,0.397694524495677,"SPTAN1","AMR"
5,0.397694524495677,"SPTAN1","AMR"
1,0.507936507936508,"SPTAN1","EAS"
2,0.625,"SPTAN1","EAS"
3,0.654761904761905,"SPTAN1","EAS"
4,0.660714285714286,"SPTAN1","EAS"
5,0.66468253968254,"SPTAN1","EAS"
6,0.668650793650794,"SPTAN1","EAS"
7,0.670634920634921,"SPTAN1","EAS"
8,0.672619047619048,"SPTAN1","EAS"
9,0.672619047619048,"SPTAN1","EAS"
1,0.210735586481113,"SPTAN1","EUR"
2,0.218687872763419,"SPTAN1","EUR"
3,0.220675944333996,"SPTAN1","EUR"
4,0.220675944333996,"SPTAN1","EUR"
1,0.357873210633947,"SPTAN1","SAS"
2,0.408997955010225,"SPTAN1","SAS"
3,0.433537832310838,"SPTAN1","SAS"
4,0.441717791411043,"SPTAN1","SAS"
5,0.445807770961145,"SPTAN1","SAS"
6,0.447852760736196,"SPTAN1","SAS"
7,0.449897750511247,"SPTAN1","SAS"
8,0.451942740286299,"SPTAN1","SAS"
9,0.451942740286299,"SPTAN1","SAS"
1,0.493192133131619,"SPTLC1","AFR"
2,0.65052950075643,"SPTLC1","AFR"
3,0.70499243570348,"SPTLC1","AFR"
4,0.729198184568835,"SPTLC1","AFR"
5,0.747352496217852,"SPTLC1","AFR"
6,0.753403933434191,"SPTLC1","AFR"
7,0.757942511346445,"SPTLC1","AFR"
8,0.760968229954614,"SPTLC1","AFR"
9,0.762481089258699,"SPTLC1","AFR"
10,0.762481089258699,"SPTLC1","AFR"
1,0.44956772334294,"SPTLC1","AMR"
2,0.634005763688761,"SPTLC1","AMR"
3,0.697406340057637,"SPTLC1","AMR"
4,0.746397694524496,"SPTLC1","AMR"
5,0.75792507204611,"SPTLC1","AMR"
6,0.760806916426513,"SPTLC1","AMR"
7,0.760806916426513,"SPTLC1","AMR"
1,0.509920634920635,"SPTLC1","EAS"
2,0.626984126984127,"SPTLC1","EAS"
3,0.726190476190476,"SPTLC1","EAS"
4,0.751984126984127,"SPTLC1","EAS"
5,0.753968253968254,"SPTLC1","EAS"
6,0.753968253968254,"SPTLC1","EAS"
1,0.497017892644135,"SPTLC1","EUR"
2,0.592445328031809,"SPTLC1","EUR"
3,0.640159045725646,"SPTLC1","EUR"
4,0.656063618290258,"SPTLC1","EUR"
5,0.660039761431412,"SPTLC1","EUR"
6,0.664015904572565,"SPTLC1","EUR"
7,0.664015904572565,"SPTLC1","EUR"
1,0.498977505112474,"SPTLC1","SAS"
2,0.603271983640082,"SPTLC1","SAS"
3,0.689161554192229,"SPTLC1","SAS"
4,0.723926380368098,"SPTLC1","SAS"
5,0.734151329243354,"SPTLC1","SAS"
6,0.734151329243354,"SPTLC1","SAS"
1,0.511346444780635,"STAT1","AFR"
2,0.765506807866868,"STAT1","AFR"
3,0.872919818456883,"STAT1","AFR"
4,0.91981845688351,"STAT1","AFR"
5,0.942511346444781,"STAT1","AFR"
6,0.954614220877458,"STAT1","AFR"
7,0.963691376701967,"STAT1","AFR"
8,0.966717095310136,"STAT1","AFR"
9,0.969742813918306,"STAT1","AFR"
10,0.972768532526475,"STAT1","AFR"
11,0.97428139183056,"STAT1","AFR"
12,0.975794251134644,"STAT1","AFR"
13,0.975794251134644,"STAT1","AFR"
1,0.507204610951009,"STAT1","AMR"
2,0.737752161383285,"STAT1","AMR"
3,0.832853025936599,"STAT1","AMR"
4,0.867435158501441,"STAT1","AMR"
5,0.878962536023055,"STAT1","AMR"
6,0.884726224783862,"STAT1","AMR"
7,0.887608069164265,"STAT1","AMR"
8,0.890489913544669,"STAT1","AMR"
9,0.893371757925072,"STAT1","AMR"
10,0.893371757925072,"STAT1","AMR"
1,0.505952380952381,"STAT1","EAS"
2,0.734126984126984,"STAT1","EAS"
3,0.831349206349206,"STAT1","EAS"
4,0.878968253968254,"STAT1","EAS"
5,0.892857142857143,"STAT1","EAS"
6,0.900793650793651,"STAT1","EAS"
7,0.906746031746032,"STAT1","EAS"
8,0.910714285714286,"STAT1","EAS"
9,0.912698412698413,"STAT1","EAS"
10,0.912698412698413,"STAT1","EAS"
1,0.560636182902585,"STAT1","EUR"
2,0.743538767395626,"STAT1","EUR"
3,0.803180914512923,"STAT1","EUR"
4,0.817097415506958,"STAT1","EUR"
5,0.821073558648111,"STAT1","EUR"
6,0.825049701789264,"STAT1","EUR"
7,0.827037773359841,"STAT1","EUR"
8,0.829025844930418,"STAT1","EUR"
9,0.829025844930418,"STAT1","EUR"
1,0.507157464212679,"STAT1","SAS"
2,0.723926380368098,"STAT1","SAS"
3,0.828220858895706,"STAT1","SAS"
4,0.858895705521472,"STAT1","SAS"
5,0.875255623721881,"STAT1","SAS"
6,0.881390593047035,"STAT1","SAS"
7,0.887525562372188,"STAT1","SAS"
8,0.89161554192229,"STAT1","SAS"
9,0.893660531697341,"STAT1","SAS"
10,0.895705521472393,"STAT1","SAS"
11,0.895705521472393,"STAT1","SAS"
1,0.517397881996974,"STAT3","AFR"
2,0.770045385779123,"STAT3","AFR"
3,0.833585476550681,"STAT3","AFR"
4,0.877458396369138,"STAT3","AFR"
5,0.903177004538578,"STAT3","AFR"
6,0.924357034795764,"STAT3","AFR"
7,0.933434190620272,"STAT3","AFR"
8,0.937972768532526,"STAT3","AFR"
9,0.940998487140696,"STAT3","AFR"
10,0.944024205748865,"STAT3","AFR"
11,0.947049924357035,"STAT3","AFR"
12,0.94856278366112,"STAT3","AFR"
13,0.94856278366112,"STAT3","AFR"
1,0.44956772334294,"STAT3","AMR"
2,0.628242074927954,"STAT3","AMR"
3,0.674351585014409,"STAT3","AMR"
4,0.694524495677233,"STAT3","AMR"
5,0.703170028818444,"STAT3","AMR"
6,0.706051873198847,"STAT3","AMR"
7,0.706051873198847,"STAT3","AMR"
1,0.515873015873016,"STAT3","EAS"
2,0.726190476190476,"STAT3","EAS"
3,0.771825396825397,"STAT3","EAS"
4,0.777777777777778,"STAT3","EAS"
5,0.779761904761905,"STAT3","EAS"
6,0.781746031746032,"STAT3","EAS"
7,0.783730158730159,"STAT3","EAS"
8,0.785714285714286,"STAT3","EAS"
9,0.785714285714286,"STAT3","EAS"
1,0.481113320079523,"STAT3","EUR"
2,0.709741550695825,"STAT3","EUR"
3,0.777335984095427,"STAT3","EUR"
4,0.803180914512923,"STAT3","EUR"
5,0.805168986083499,"STAT3","EUR"
6,0.805168986083499,"STAT3","EUR"
1,0.482617586912065,"STAT3","SAS"
2,0.650306748466258,"STAT3","SAS"
3,0.738241308793456,"STAT3","SAS"
4,0.764826175869121,"STAT3","SAS"
5,0.773006134969325,"STAT3","SAS"
6,0.779141104294479,"STAT3","SAS"
7,0.78118609406953,"STAT3","SAS"
8,0.78118609406953,"STAT3","SAS"
