"k","frac_covered","gene","filter"
7,0.957526545908807,"KIF1A","All common SNPs"
8,0.965958775765147,"KIF1A","All common SNPs"
9,0.972204871955028,"KIF1A","All common SNPs"
10,0.975640224859463,"KIF1A","All common SNPs"
11,0.978138663335415,"KIF1A","All common SNPs"
12,0.98001249219238,"KIF1A","All common SNPs"
13,0.98157401623985,"KIF1A","All common SNPs"
14,0.98313554028732,"KIF1A","All common SNPs"
15,0.984697064334791,"KIF1A","All common SNPs"
16,0.985633978763273,"KIF1A","All common SNPs"
17,0.986258588382261,"KIF1A","All common SNPs"
18,0.986570893191755,"KIF1A","All common SNPs"
19,0.986883198001249,"KIF1A","All common SNPs"
20,0.987195502810743,"KIF1A","All common SNPs"
21,0.987507807620237,"KIF1A","All common SNPs"
22,0.987820112429731,"KIF1A","All common SNPs"
23,0.988132417239226,"KIF1A","All common SNPs"
24,0.98844472204872,"KIF1A","All common SNPs"
25,0.988757026858214,"KIF1A","All common SNPs"
26,0.988757026858214,"KIF1A","All common SNPs"
1,0.477826358525921,"KIF5B","All common SNPs"
2,0.605559025608994,"KIF5B","All common SNPs"
3,0.70893191755153,"KIF5B","All common SNPs"
4,0.719550281074329,"KIF5B","All common SNPs"
5,0.725484072454716,"KIF5B","All common SNPs"
6,0.730168644597127,"KIF5B","All common SNPs"
7,0.730793254216115,"KIF5B","All common SNPs"
8,0.731105559025609,"KIF5B","All common SNPs"
9,0.731417863835103,"KIF5B","All common SNPs"
10,0.731417863835103,"KIF5B","All common SNPs"
1,0.396939412866958,"MTOR","All common SNPs"
2,0.571830106183635,"MTOR","All common SNPs"
3,0.683322923173017,"MTOR","All common SNPs"
4,0.737976264834478,"MTOR","All common SNPs"
5,0.767957526545909,"MTOR","All common SNPs"
6,0.783572767020612,"MTOR","All common SNPs"
7,0.791692692067458,"MTOR","All common SNPs"
8,0.798563397876327,"MTOR","All common SNPs"
9,0.803247970018738,"MTOR","All common SNPs"
10,0.807307932542161,"MTOR","All common SNPs"
11,0.810430980637102,"MTOR","All common SNPs"
12,0.812929419113054,"MTOR","All common SNPs"
13,0.815115552779513,"MTOR","All common SNPs"
14,0.816989381636477,"MTOR","All common SNPs"
15,0.818238600874453,"MTOR","All common SNPs"
16,0.81948782011243,"MTOR","All common SNPs"
17,0.820737039350406,"MTOR","All common SNPs"
18,0.821673953778888,"MTOR","All common SNPs"
19,0.82261086820737,"MTOR","All common SNPs"
20,0.823547782635853,"MTOR","All common SNPs"
