"k","frac_covered","gene","superpop"
4,0.725646123260437,"PIK3CA","EUR"
5,0.751491053677932,"PIK3CA","EUR"
6,0.755467196819085,"PIK3CA","EUR"
7,0.759443339960239,"PIK3CA","EUR"
8,0.761431411530815,"PIK3CA","EUR"
9,0.763419483101392,"PIK3CA","EUR"
10,0.765407554671968,"PIK3CA","EUR"
1,0.47239263803681,"PIK3CA","SAS"
2,0.595092024539877,"PIK3CA","SAS"
3,0.701431492842536,"PIK3CA","SAS"
4,0.732106339468303,"PIK3CA","SAS"
5,0.754601226993865,"PIK3CA","SAS"
6,0.766871165644172,"PIK3CA","SAS"
7,0.770961145194274,"PIK3CA","SAS"
8,0.775051124744376,"PIK3CA","SAS"
9,0.777096114519427,"PIK3CA","SAS"
10,0.779141104294479,"PIK3CA","SAS"
1,0.473524962178517,"RELA","AFR"
2,0.670196671709531,"RELA","AFR"
3,0.729198184568835,"RELA","AFR"
4,0.760968229954614,"RELA","AFR"
5,0.789712556732224,"RELA","AFR"
6,0.809379727685325,"RELA","AFR"
7,0.809379727685325,"RELA","AFR"
8,0.809379727685325,"RELA","AFR"
9,0.809379727685325,"RELA","AFR"
1,0.432276657060519,"RELA","AMR"
2,0.590778097982709,"RELA","AMR"
3,0.651296829971182,"RELA","AMR"
4,0.668587896253602,"RELA","AMR"
5,0.677233429394813,"RELA","AMR"
6,0.680115273775216,"RELA","AMR"
7,0.680115273775216,"RELA","AMR"
8,0.680115273775216,"RELA","AMR"
9,0.680115273775216,"RELA","AMR"
1,0.466269841269841,"RELA","EAS"
2,0.615079365079365,"RELA","EAS"
3,0.686507936507937,"RELA","EAS"
4,0.716269841269841,"RELA","EAS"
5,0.716269841269841,"RELA","EAS"
6,0.716269841269841,"RELA","EAS"
7,0.716269841269841,"RELA","EAS"
8,0.716269841269841,"RELA","EAS"
9,0.716269841269841,"RELA","EAS"
1,0.516898608349901,"RELA","EUR"
2,0.636182902584493,"RELA","EUR"
3,0.72962226640159,"RELA","EUR"
4,0.743538767395626,"RELA","EUR"
5,0.743538767395626,"RELA","EUR"
6,0.743538767395626,"RELA","EUR"
7,0.743538767395626,"RELA","EUR"
8,0.743538767395626,"RELA","EUR"
9,0.743538767395626,"RELA","EUR"
1,0.503067484662577,"RELA","SAS"
2,0.701431492842536,"RELA","SAS"
3,0.744376278118609,"RELA","SAS"
4,0.766871165644172,"RELA","SAS"
5,0.766871165644172,"RELA","SAS"
6,0.766871165644172,"RELA","SAS"
7,0.766871165644172,"RELA","SAS"
8,0.766871165644172,"RELA","SAS"
9,0.766871165644172,"RELA","SAS"
1,0.523449319213313,"SCN2A","AFR"
2,0.754916792738275,"SCN2A","AFR"
3,0.881996974281392,"SCN2A","AFR"
4,0.936459909228442,"SCN2A","AFR"
5,0.965204236006051,"SCN2A","AFR"
6,0.980332829046899,"SCN2A","AFR"
7,0.986384266263237,"SCN2A","AFR"
8,0.989409984871407,"SCN2A","AFR"
9,0.990922844175492,"SCN2A","AFR"
10,0.992435703479576,"SCN2A","AFR"
1,0.521613832853026,"SCN2A","AMR"
2,0.769452449567723,"SCN2A","AMR"
3,0.876080691642651,"SCN2A","AMR"
4,0.92507204610951,"SCN2A","AMR"
5,0.945244956772334,"SCN2A","AMR"
6,0.953890489913545,"SCN2A","AMR"
7,0.959654178674352,"SCN2A","AMR"
8,0.965417867435158,"SCN2A","AMR"
9,0.968299711815562,"SCN2A","AMR"
10,0.971181556195965,"SCN2A","AMR"
1,0.523809523809524,"SCN2A","EAS"
2,0.757936507936508,"SCN2A","EAS"
3,0.871031746031746,"SCN2A","EAS"
4,0.924603174603175,"SCN2A","EAS"
5,0.948412698412698,"SCN2A","EAS"
6,0.958333333333333,"SCN2A","EAS"
7,0.966269841269841,"SCN2A","EAS"
8,0.970238095238095,"SCN2A","EAS"
9,0.972222222222222,"SCN2A","EAS"
10,0.972222222222222,"SCN2A","EAS"
1,0.530815109343936,"SCN2A","EUR"
2,0.769383697813121,"SCN2A","EUR"
3,0.866799204771372,"SCN2A","EUR"
4,0.912524850894632,"SCN2A","EUR"
5,0.940357852882704,"SCN2A","EUR"
6,0.95427435387674,"SCN2A","EUR"
7,0.960238568588469,"SCN2A","EUR"
8,0.964214711729622,"SCN2A","EUR"
9,0.968190854870775,"SCN2A","EUR"
10,0.970178926441352,"SCN2A","EUR"
1,0.513292433537832,"SCN2A","SAS"
2,0.760736196319018,"SCN2A","SAS"
3,0.862985685071575,"SCN2A","SAS"
4,0.912065439672802,"SCN2A","SAS"
5,0.934560327198364,"SCN2A","SAS"
6,0.94478527607362,"SCN2A","SAS"
7,0.950920245398773,"SCN2A","SAS"
8,0.955010224948875,"SCN2A","SAS"
9,0.959100204498977,"SCN2A","SAS"
10,0.96319018404908,"SCN2A","SAS"
1,0.494704992435703,"SCN8A","AFR"
2,0.72768532526475,"SCN8A","AFR"
3,0.833585476550681,"SCN8A","AFR"
4,0.886535552193646,"SCN8A","AFR"
5,0.913767019667171,"SCN8A","AFR"
6,0.931921331316188,"SCN8A","AFR"
7,0.950075642965204,"SCN8A","AFR"
8,0.954614220877458,"SCN8A","AFR"
9,0.959152798789713,"SCN8A","AFR"
10,0.962178517397882,"SCN8A","AFR"
1,0.530259365994236,"SCN8A","AMR"
2,0.720461095100865,"SCN8A","AMR"
3,0.809798270893372,"SCN8A","AMR"
4,0.864553314121037,"SCN8A","AMR"
5,0.896253602305475,"SCN8A","AMR"
6,0.913544668587896,"SCN8A","AMR"
7,0.922190201729107,"SCN8A","AMR"
8,0.930835734870317,"SCN8A","AMR"
9,0.936599423631124,"SCN8A","AMR"
10,0.939481268011527,"SCN8A","AMR"
1,0.494047619047619,"SCN8A","EAS"
2,0.71031746031746,"SCN8A","EAS"
3,0.831349206349206,"SCN8A","EAS"
4,0.880952380952381,"SCN8A","EAS"
5,0.89484126984127,"SCN8A","EAS"
6,0.906746031746032,"SCN8A","EAS"
7,0.91468253968254,"SCN8A","EAS"
8,0.918650793650794,"SCN8A","EAS"
9,0.922619047619048,"SCN8A","EAS"
10,0.926587301587302,"SCN8A","EAS"
1,0.500994035785288,"SCN8A","EUR"
2,0.757455268389662,"SCN8A","EUR"
3,0.862823061630219,"SCN8A","EUR"
4,0.918489065606362,"SCN8A","EUR"
5,0.938369781312127,"SCN8A","EUR"
6,0.946322067594433,"SCN8A","EUR"
7,0.950298210735587,"SCN8A","EUR"
8,0.952286282306163,"SCN8A","EUR"
9,0.95427435387674,"SCN8A","EUR"
10,0.95427435387674,"SCN8A","EUR"
1,0.501022494887526,"SCN8A","SAS"
2,0.742331288343558,"SCN8A","SAS"
3,0.83640081799591,"SCN8A","SAS"
4,0.881390593047035,"SCN8A","SAS"
5,0.918200408997955,"SCN8A","SAS"
6,0.934560327198364,"SCN8A","SAS"
7,0.950920245398773,"SCN8A","SAS"
8,0.959100204498977,"SCN8A","SAS"
9,0.96319018404908,"SCN8A","SAS"
10,0.965235173824131,"SCN8A","SAS"
1,0.527987897125567,"SPTAN1","AFR"
2,0.763993948562784,"SPTAN1","AFR"
3,0.829046898638427,"SPTAN1","AFR"
4,0.877458396369138,"SPTAN1","AFR"
5,0.903177004538578,"SPTAN1","AFR"
6,0.915279878971256,"SPTAN1","AFR"
7,0.924357034795764,"SPTAN1","AFR"
8,0.931921331316188,"SPTAN1","AFR"
9,0.937972768532526,"SPTAN1","AFR"
10,0.944024205748865,"SPTAN1","AFR"
1,0.455331412103746,"SPTAN1","AMR"
2,0.685878962536023,"SPTAN1","AMR"
3,0.76657060518732,"SPTAN1","AMR"
4,0.786743515850144,"SPTAN1","AMR"
5,0.804034582132565,"SPTAN1","AMR"
6,0.809798270893372,"SPTAN1","AMR"
7,0.812680115273775,"SPTAN1","AMR"
8,0.815561959654179,"SPTAN1","AMR"
9,0.818443804034582,"SPTAN1","AMR"
10,0.818443804034582,"SPTAN1","AMR"
1,0.507936507936508,"SPTAN1","EAS"
2,0.625,"SPTAN1","EAS"
3,0.706349206349206,"SPTAN1","EAS"
4,0.751984126984127,"SPTAN1","EAS"
5,0.785714285714286,"SPTAN1","EAS"
6,0.81547619047619,"SPTAN1","EAS"
7,0.831349206349206,"SPTAN1","EAS"
8,0.83531746031746,"SPTAN1","EAS"
9,0.837301587301587,"SPTAN1","EAS"
10,0.839285714285714,"SPTAN1","EAS"
1,0.461232604373757,"SPTAN1","EUR"
2,0.685884691848907,"SPTAN1","EUR"
3,0.767395626242545,"SPTAN1","EUR"
4,0.801192842942346,"SPTAN1","EUR"
5,0.811133200795229,"SPTAN1","EUR"
6,0.815109343936382,"SPTAN1","EUR"
7,0.817097415506958,"SPTAN1","EUR"
8,0.819085487077535,"SPTAN1","EUR"
9,0.821073558648111,"SPTAN1","EUR"
10,0.821073558648111,"SPTAN1","EUR"
1,0.451942740286299,"SPTAN1","SAS"
2,0.701431492842536,"SPTAN1","SAS"
3,0.758691206543967,"SPTAN1","SAS"
4,0.807770961145194,"SPTAN1","SAS"
5,0.824130879345603,"SPTAN1","SAS"
6,0.83640081799591,"SPTAN1","SAS"
7,0.842535787321063,"SPTAN1","SAS"
8,0.846625766871166,"SPTAN1","SAS"
9,0.850715746421268,"SPTAN1","SAS"
10,0.852760736196319,"SPTAN1","SAS"
1,0.493192133131619,"SPTLC1","AFR"
2,0.691376701966717,"SPTLC1","AFR"
3,0.803328290468986,"SPTLC1","AFR"
4,0.853252647503782,"SPTLC1","AFR"
5,0.8910741301059,"SPTLC1","AFR"
6,0.912254160363086,"SPTLC1","AFR"
7,0.924357034795764,"SPTLC1","AFR"
8,0.927382753403933,"SPTLC1","AFR"
9,0.930408472012103,"SPTLC1","AFR"
10,0.931921331316188,"SPTLC1","AFR"
1,0.461095100864553,"SPTLC1","AMR"
2,0.651296829971182,"SPTLC1","AMR"
3,0.711815561959654,"SPTLC1","AMR"
4,0.763688760806916,"SPTLC1","AMR"
5,0.804034582132565,"SPTLC1","AMR"
6,0.827089337175792,"SPTLC1","AMR"
7,0.84149855907781,"SPTLC1","AMR"
8,0.853025936599424,"SPTLC1","AMR"
9,0.861671469740634,"SPTLC1","AMR"
10,0.864553314121037,"SPTLC1","AMR"
1,0.509920634920635,"SPTLC1","EAS"
2,0.630952380952381,"SPTLC1","EAS"
3,0.732142857142857,"SPTLC1","EAS"
4,0.76984126984127,"SPTLC1","EAS"
5,0.785714285714286,"SPTLC1","EAS"
6,0.793650793650794,"SPTLC1","EAS"
7,0.801587301587302,"SPTLC1","EAS"
8,0.805555555555556,"SPTLC1","EAS"
9,0.807539682539683,"SPTLC1","EAS"
10,0.80952380952381,"SPTLC1","EAS"
1,0.497017892644135,"SPTLC1","EUR"
2,0.614314115308151,"SPTLC1","EUR"
3,0.715705765407555,"SPTLC1","EUR"
4,0.749502982107356,"SPTLC1","EUR"
5,0.767395626242545,"SPTLC1","EUR"
6,0.785288270377734,"SPTLC1","EUR"
7,0.795228628230616,"SPTLC1","EUR"
8,0.801192842942346,"SPTLC1","EUR"
9,0.807157057654076,"SPTLC1","EUR"
10,0.809145129224652,"SPTLC1","EUR"
1,0.498977505112474,"SPTLC1","SAS"
2,0.650306748466258,"SPTLC1","SAS"
3,0.711656441717791,"SPTLC1","SAS"
4,0.76278118609407,"SPTLC1","SAS"
5,0.787321063394683,"SPTLC1","SAS"
6,0.795501022494888,"SPTLC1","SAS"
7,0.79959100204499,"SPTLC1","SAS"
8,0.803680981595092,"SPTLC1","SAS"
9,0.805725971370143,"SPTLC1","SAS"
10,0.807770961145194,"SPTLC1","SAS"
1,0.511346444780635,"STAT1","AFR"
2,0.768532526475038,"STAT1","AFR"
3,0.886535552193646,"STAT1","AFR"
4,0.942511346444781,"STAT1","AFR"
5,0.959152798789713,"STAT1","AFR"
6,0.969742813918306,"STAT1","AFR"
7,0.975794251134644,"STAT1","AFR"
8,0.978819969742814,"STAT1","AFR"
9,0.981845688350983,"STAT1","AFR"
10,0.983358547655068,"STAT1","AFR"
1,0.507204610951009,"STAT1","AMR"
2,0.772334293948127,"STAT1","AMR"
3,0.853025936599424,"STAT1","AMR"
4,0.890489913544669,"STAT1","AMR"
5,0.907780979827089,"STAT1","AMR"
6,0.9164265129683,"STAT1","AMR"
7,0.922190201729107,"STAT1","AMR"
8,0.92507204610951,"STAT1","AMR"
9,0.92507204610951,"STAT1","AMR"
10,0.92507204610951,"STAT1","AMR"
1,0.505952380952381,"STAT1","EAS"
2,0.736111111111111,"STAT1","EAS"
3,0.841269841269841,"STAT1","EAS"
4,0.892857142857143,"STAT1","EAS"
5,0.918650793650794,"STAT1","EAS"
6,0.932539682539683,"STAT1","EAS"
7,0.942460317460317,"STAT1","EAS"
8,0.948412698412698,"STAT1","EAS"
9,0.952380952380952,"STAT1","EAS"
10,0.954365079365079,"STAT1","EAS"
1,0.560636182902585,"STAT1","EUR"
2,0.743538767395626,"STAT1","EUR"
3,0.805168986083499,"STAT1","EUR"
4,0.834990059642147,"STAT1","EUR"
5,0.850894632206759,"STAT1","EUR"
6,0.858846918489066,"STAT1","EUR"
7,0.866799204771372,"STAT1","EUR"
8,0.870775347912525,"STAT1","EUR"
9,0.872763419483101,"STAT1","EUR"
10,0.872763419483101,"STAT1","EUR"
1,0.507157464212679,"STAT1","SAS"
2,0.723926380368098,"STAT1","SAS"
3,0.826175869120654,"STAT1","SAS"
4,0.862985685071575,"STAT1","SAS"
5,0.877300613496933,"STAT1","SAS"
6,0.889570552147239,"STAT1","SAS"
7,0.897750511247444,"STAT1","SAS"
8,0.901840490797546,"STAT1","SAS"
9,0.903885480572597,"STAT1","SAS"
10,0.905930470347648,"STAT1","SAS"
1,0.517397881996974,"STAT3","AFR"
2,0.771558245083207,"STAT3","AFR"
3,0.874432677760968,"STAT3","AFR"
4,0.924357034795764,"STAT3","AFR"
5,0.942511346444781,"STAT3","AFR"
6,0.959152798789713,"STAT3","AFR"
7,0.966717095310136,"STAT3","AFR"
8,0.97125567322239,"STAT3","AFR"
9,0.972768532526475,"STAT3","AFR"
10,0.97428139183056,"STAT3","AFR"
1,0.449567723342939,"STAT3","AMR"
2,0.628242074927954,"STAT3","AMR"
3,0.760806916426513,"STAT3","AMR"
4,0.806916426512968,"STAT3","AMR"
5,0.821325648414986,"STAT3","AMR"
6,0.832853025936599,"STAT3","AMR"
7,0.838616714697406,"STAT3","AMR"
8,0.84149855907781,"STAT3","AMR"
9,0.844380403458213,"STAT3","AMR"
10,0.844380403458213,"STAT3","AMR"
1,0.515873015873016,"STAT3","EAS"
2,0.726190476190476,"STAT3","EAS"
3,0.773809523809524,"STAT3","EAS"
4,0.805555555555556,"STAT3","EAS"
5,0.807539682539683,"STAT3","EAS"
6,0.80952380952381,"STAT3","EAS"
7,0.811507936507937,"STAT3","EAS"
8,0.813492063492063,"STAT3","EAS"
9,0.81547619047619,"STAT3","EAS"
10,0.817460317460317,"STAT3","EAS"
1,0.481113320079523,"STAT3","EUR"
2,0.709741550695825,"STAT3","EUR"
3,0.809145129224652,"STAT3","EUR"
4,0.858846918489066,"STAT3","EUR"
5,0.882703777335984,"STAT3","EUR"
6,0.892644135188867,"STAT3","EUR"
7,0.902584493041749,"STAT3","EUR"
8,0.904572564612326,"STAT3","EUR"
9,0.906560636182903,"STAT3","EUR"
10,0.908548707753479,"STAT3","EUR"
1,0.482617586912065,"STAT3","SAS"
2,0.650306748466258,"STAT3","SAS"
3,0.758691206543967,"STAT3","SAS"
4,0.813905930470348,"STAT3","SAS"
5,0.85480572597137,"STAT3","SAS"
6,0.869120654396728,"STAT3","SAS"
7,0.879345603271984,"STAT3","SAS"
8,0.887525562372188,"STAT3","SAS"
9,0.889570552147239,"STAT3","SAS"
10,0.89161554192229,"STAT3","SAS"
